Customer_ID,Customer_Name,Gender,Age,Segment,Join_Date,City,State,Region
CUST00972,Nicholas Parsa,Female,60,Corporate,2024-06-06,Chennai,Tamil Nadu,South
CUST00973,Harita Mallick,Female,51,Education,2024-07-09,Indore,Madhya Pradesh,Central
CUST00974,Krish Venkatesh,Female,32,Education,2022-11-16,Ahmedabad,Gujarat,West
CUST00975,Andrew Walia,Male,45,Corporate,2021-09-01,New Delhi,Delhi,North
CUST00976,Vihaan Pai,Male,23,SME,2024-11-03,Pune,Maharashtra,West
CUST00977,Daksha Walla,Female,30,Retail,2024-11-05,Bhopal,Madhya Pradesh,Central
CUST00978,Isaac Sabharwal,Male,51,Retail,2023-04-15,Mangaluru,Karnataka,South
CUST00979,Ayush Tara,Female,44,SME,2021-07-24,New Delhi,Delhi,North
CUST00980,Simon Mani,Female,59,Government,2022-03-06,Chennai,Tamil Nadu,South
CUST00981,Upadhriti Bawa,Female,54,SME,2026-05-13,Pune,Maharashtra,West
CUST00982,Bachittar Aurora,Female,31,Education,2025-09-04,Bhopal,Madhya Pradesh,Central
CUST00983,Radha Savant,Male,41,Government,2022-01-05,Siliguri,West Bengal,East
CUST00984,Joshua Rajagopalan,Female,37,Government,2026-04-18,Siliguri,West Bengal,East
CUST00985,Indrajit Sundaram,Female,65,Corporate,2024-05-18,Vadodara,Gujarat,West
CUST00986,Kabir Andra,Male,46,Corporate,2023-03-07,Madurai,Tamil Nadu,South
CUST00987,Gavin Kaul,Female,39,Government,2025-03-11,Chennai,Tamil Nadu,South
CUST00988,Victor Saran,Male,42,Retail,2025-07-01,Indore,Madhya Pradesh,Central
CUST00989,Andrew Lata,Female,56,Education,2023-11-29,Chennai,Tamil Nadu,South
CUST00990,Abha Dass,Female,32,SME,2021-07-16,Chennai,Tamil Nadu,South
CUST00991,Anusha Sule,Male,64,Education,2025-11-05,Madurai,Tamil Nadu,South
CUST00992,Ishita Banerjee,Male,29,Education,2022-05-31,New Delhi,Delhi,North
CUST00993,Finn Sridhar,Male,60,Government,2024-07-06,Ludhiana,Punjab,North
CUST00994,Krish Kala,Male,56,Government,2026-04-25,Mumbai,Maharashtra,West
CUST00995,Fiyaz Rana,Male,61,Retail,2023-07-28,Kolkata,West Bengal,East
CUST00996,Daniel Shanker,Male,28,Retail,2023-06-20,Ahmedabad,Gujarat,West
CUST00997,Anika Chander,Female,60,Education,2026-05-27,Pune,Maharashtra,West
CUST00998,Jhalak Hayer,Male,65,Retail,2021-09-09,New Delhi,Delhi,North
CUST00999,Ayaan Radhakrishnan,Female,64,Government,2024-08-30,Madurai,Tamil Nadu,South
CUST01000,Abhimanyu Hans,Female,35,Corporate,2024-06-01,Bhopal,Madhya Pradesh,Central
CUST01001,Reva Bahl,Female,43,Government,2026-01-06,Indore,Madhya Pradesh,Central
CUST01002,Ryan Ravel,Male,44,Government,2025-02-15,Mysuru,Karnataka,South
CUST01003,Chanakya Bains,Male,50,SME,2024-09-04,Madurai,Tamil Nadu,South
CUST01004,Riya Kakar,Female,52,Government,2022-08-20,Ahmedabad,Gujarat,West
CUST01005,Ishita Basu,Female,42,Government,2024-07-29,Nagpur,Maharashtra,West
CUST01006,Theodore Tata,Female,47,Education,2024-02-01,Ludhiana,Punjab,North
CUST01007,Omaja Chana,Female,25,SME,2023-05-03,Indore,Madhya Pradesh,Central
CUST01008,Upma Palla,Male,61,Corporate,2022-10-07,Coimbatore,Tamil Nadu,South
CUST01009,Samarth Goda,Female,51,Government,2021-08-24,Surat,Gujarat,West
CUST01010,Warinder Kari,Female,33,SME,2025-03-24,Mangaluru,Karnataka,South
CUST01011,Ishita Jha,Female,22,Government,2025-03-30,Coimbatore,Tamil Nadu,South
CUST01012,Pranit Jain,Female,40,Corporate,2023-05-16,Warangal,Telangana,South
CUST01013,Ikbal Sura,Male,65,Corporate,2023-12-04,Bhopal,Madhya Pradesh,Central
CUST01014,Zilmil Dani,Male,65,Corporate,2023-04-06,Ludhiana,Punjab,North
CUST01015,Tanvi Dar,Male,30,Corporate,2023-10-05,Mumbai,Maharashtra,West
CUST01016,Neelima Khosla,Male,24,Retail,2023-07-01,Bhopal,Madhya Pradesh,Central
CUST01017,Nilima Talwar,Female,57,Retail,2026-05-06,Madurai,Tamil Nadu,South
CUST01018,Pooja Wason,Female,41,Government,2025-02-01,Kolkata,West Bengal,East
CUST01019,Varsha Dhillon,Female,49,Corporate,2022-02-23,Surat,Gujarat,West
CUST01020,Yadavi Dhaliwal,Female,32,Government,2023-04-07,Siliguri,West Bengal,East
CUST01021,Sathvik Morar,Female,48,Government,2024-03-22,Hyderabad,Telangana,South
CUST01022,Omisha Chakraborty,Female,43,Corporate,2023-03-12,Mangaluru,Karnataka,South
CUST01023,Samarth Sami,Female,38,Retail,2023-12-21,Ludhiana,Punjab,North
CUST01024,Siya Pingle,Male,42,Government,2024-10-10,Mangaluru,Karnataka,South
CUST01025,Tripti Singhal,Female,57,SME,2023-06-16,Coimbatore,Tamil Nadu,South
CUST01026,Jackson Keer,Female,33,SME,2022-05-08,Karimnagar,Telangana,South
CUST01027,Reyansh Bumb,Female,29,Education,2021-12-02,Amritsar,Punjab,North
CUST01028,Chavvi Rajan,Female,62,SME,2021-08-27,New Delhi,Delhi,North
CUST01029,Aarini Gopal,Female,46,Corporate,2025-10-20,Surat,Gujarat,West
CUST01030,Girish Vora,Male,24,SME,2024-10-09,Indore,Madhya Pradesh,Central
CUST01031,Yashoda Devan,Female,42,Corporate,2025-12-23,Kozhikode,Kerala,South
CUST01032,Advik Dhaliwal,Male,48,Retail,2021-11-05,Karimnagar,Telangana,South
CUST01033,Damini Kumar,Female,26,Government,2024-02-14,Warangal,Telangana,South
CUST01034,Upkaar Gour,Female,37,SME,2024-10-01,Siliguri,West Bengal,East
CUST01035,Ekta Venkataraman,Female,24,Corporate,2021-12-23,Kolkata,West Bengal,East
CUST01036,Maanas Sawhney,Female,48,Retail,2022-01-24,Bengaluru,Karnataka,South
CUST01037,Naveen Sami,Female,41,SME,2021-08-03,Amritsar,Punjab,North
CUST01038,Hamsini Chawla,Female,19,Education,2025-11-30,Siliguri,West Bengal,East
CUST01039,Hemal Minhas,Male,54,Government,2024-04-08,Coimbatore,Tamil Nadu,South
CUST01040,Quincy Nath,Female,40,SME,2022-05-12,Kolkata,West Bengal,East
CUST01041,Kala Balan,Female,23,Education,2021-07-06,Siliguri,West Bengal,East
CUST01042,Laban Borde,Female,58,Corporate,2023-03-31,Bhopal,Madhya Pradesh,Central
CUST01043,Parth Mand,Female,44,Government,2022-06-03,Karimnagar,Telangana,South
CUST01044,Rachana Palla,Male,23,Corporate,2023-04-16,Bhopal,Madhya Pradesh,Central
CUST01045,Samaksh Gupta,Female,38,SME,2025-01-11,Ahmedabad,Gujarat,West
CUST01046,Hritik Majumdar,Female,35,Education,2021-09-26,Nagpur,Maharashtra,West
CUST01047,Xavier Prashad,Female,44,Corporate,2023-03-26,Vadodara,Gujarat,West
CUST01048,Jack Sethi,Male,64,Corporate,2025-02-12,Hyderabad,Telangana,South
CUST01049,Kiaan Agarwal,Male,31,Corporate,2025-12-19,Nagpur,Maharashtra,West
CUST01050,Jeevika Tailor,Male,22,Education,2024-03-25,New Delhi,Delhi,North
CUST01051,Samarth Kaul,Male,43,Government,2026-01-22,Kolkata,West Bengal,East
CUST01052,Jagdish Hari,Female,57,Corporate,2026-02-26,Chennai,Tamil Nadu,South
CUST01053,Logan Khanna,Female,37,Corporate,2022-05-07,Madurai,Tamil Nadu,South
CUST01054,Arunima Bath,Female,46,Corporate,2026-05-25,Kozhikode,Kerala,South
CUST01055,Oscar Devi,Male,19,Retail,2022-05-30,Karimnagar,Telangana,South
CUST01056,Odika Sangha,Female,47,Government,2021-10-02,Surat,Gujarat,West
CUST01057,Rachana Mani,Female,26,Government,2025-01-03,Nagpur,Maharashtra,West
CUST01058,Gaurika Shetty,Female,58,Government,2023-04-28,Karimnagar,Telangana,South
CUST01059,Mitali Natt,Female,48,Government,2026-02-25,New Delhi,Delhi,North
CUST01060,Akshay Bhatia,Female,37,SME,2023-08-27,Kochi,Kerala,South
CUST01061,Dev Narula,Male,37,Retail,2023-04-11,New Delhi,Delhi,North
CUST01062,Riya Rastogi,Male,40,SME,2022-05-15,Mangaluru,Karnataka,South
CUST01063,Isha Dugar,Female,48,SME,2026-06-15,Ludhiana,Punjab,North
CUST01064,Yasti Brar,Female,56,Corporate,2026-01-26,Mysuru,Karnataka,South
CUST01065,Ekansh Basak,Female,30,Education,2025-11-23,Mangaluru,Karnataka,South
CUST01066,Zaitra Gala,Female,33,Corporate,2024-12-24,Siliguri,West Bengal,East
CUST01067,Rudra Gola,Male,34,Retail,2024-03-13,New Delhi,Delhi,North
CUST01068,Vanya Vig,Female,36,Government,2025-12-07,New Delhi,Delhi,North
CUST01069,Daksh Ahuja,Male,22,Corporate,2022-10-13,Pune,Maharashtra,West
CUST01070,Tarak Thaman,Male,58,Education,2025-07-29,Warangal,Telangana,South
CUST01071,Simon Chakrabarti,Female,62,Government,2024-10-05,Bhopal,Madhya Pradesh,Central
CUST01072,Elijah Murthy,Female,19,Corporate,2021-07-20,Ludhiana,Punjab,North
CUST01073,Nisha Gala,Male,29,Retail,2022-10-29,Mangaluru,Karnataka,South
CUST01074,Jeevika Dyal,Male,63,Education,2025-07-25,Pune,Maharashtra,West
CUST01075,Anita Mann,Male,27,Retail,2022-05-26,Bengaluru,Karnataka,South
CUST01076,Tanveer Kuruvilla,Female,44,SME,2023-05-27,Ludhiana,Punjab,North
CUST01077,Chasmum Narasimhan,Female,62,Retail,2023-10-19,Amritsar,Punjab,North
CUST01078,Urvashi Sachdeva,Male,21,SME,2025-02-08,Ahmedabad,Gujarat,West
CUST01079,Zansi Pant,Female,29,Corporate,2022-10-03,New Delhi,Delhi,North
CUST01080,Tripti Chana,Male,25,Corporate,2022-05-12,Pune,Maharashtra,West
CUST01081,Anya Warrior,Male,65,Retail,2025-12-11,New Delhi,Delhi,North
CUST01082,Krishna Keer,Male,51,Corporate,2025-05-12,Thiruvananthapuram,Kerala,South
CUST01083,Upkaar Kapur,Female,38,Corporate,2024-08-01,Amritsar,Punjab,North
CUST01084,Maanas Subramaniam,Male,34,Education,2023-02-26,Mangaluru,Karnataka,South
CUST01085,Tanvi Varughese,Female,21,Corporate,2024-02-16,Mumbai,Maharashtra,West
CUST01086,Damyanti Dhillon,Female,38,Retail,2021-09-19,Chennai,Tamil Nadu,South
CUST01087,Mohammed Sandal,Male,43,Corporate,2021-10-28,Warangal,Telangana,South
CUST01088,Anay Konda,Female,62,Government,2022-02-06,Bengaluru,Karnataka,South
CUST01089,Amruta Viswanathan,Male,33,Corporate,2023-01-16,Warangal,Telangana,South
CUST01090,Kashish Narula,Female,58,Retail,2024-03-20,Ludhiana,Punjab,North
CUST01091,Pahal Srinivas,Male,62,Government,2023-11-02,Mysuru,Karnataka,South
CUST01092,Tara Nanda,Female,32,SME,2025-06-27,Chennai,Tamil Nadu,South
CUST01093,Harsh Som,Female,64,Corporate,2022-12-16,Siliguri,West Bengal,East
CUST01094,Ridhi Grewal,Female,40,Corporate,2022-03-21,Mangaluru,Karnataka,South
CUST01095,Balvan Keer,Female,63,Education,2026-02-06,Mumbai,Maharashtra,West
CUST01096,Kavya Chada,Female,30,Government,2025-10-18,Siliguri,West Bengal,East
CUST01097,Mahika Nagar,Female,38,Education,2024-09-25,Karimnagar,Telangana,South
CUST01098,Radha Hayer,Male,22,Government,2025-01-14,Nagpur,Maharashtra,West
CUST01099,Ishanvi Mann,Female,34,Government,2026-02-14,Warangal,Telangana,South
CUST01100,Tanmayi Krishnamurthy,Male,58,Government,2024-06-23,Surat,Gujarat,West
CUST01101,Akshay Sant,Male,57,SME,2022-04-24,New Delhi,Delhi,North
CUST01102,Janya Soni,Female,64,Retail,2024-06-27,Indore,Madhya Pradesh,Central
CUST01103,Anay Dhillon,Male,51,Education,2024-12-11,Siliguri,West Bengal,East
CUST01104,Advik Sathe,Female,38,Education,2024-12-23,Kolkata,West Bengal,East
CUST01105,Mekhala Saran,Male,51,Retail,2023-01-15,Ahmedabad,Gujarat,West
CUST01106,Oviya Hayer,Male,20,Corporate,2024-09-18,Bengaluru,Karnataka,South
CUST01107,Ikshita Khalsa,Male,24,Retail,2024-08-27,Coimbatore,Tamil Nadu,South
CUST01108,Lucky Badami,Female,51,Government,2023-01-07,Bhopal,Madhya Pradesh,Central
CUST01109,Udyati Wadhwa,Male,41,Corporate,2025-05-09,Bhopal,Madhya Pradesh,Central
CUST01110,Triveni Ram,Male,31,Education,2025-09-13,Indore,Madhya Pradesh,Central
CUST01111,Januja Lall,Male,41,Government,2022-12-11,Coimbatore,Tamil Nadu,South
CUST01112,Faraj Rattan,Male,57,SME,2024-01-30,New Delhi,Delhi,North
CUST01113,Bhavani Nori,Male,37,Retail,2024-10-18,Kolkata,West Bengal,East
CUST01114,Gaurangi Cherian,Male,24,Corporate,2022-11-07,Kozhikode,Kerala,South
CUST01115,Alexander Uppal,Male,30,Government,2025-01-07,Siliguri,West Bengal,East
CUST01116,Oni Kota,Male,53,Government,2021-07-24,Kozhikode,Kerala,South
CUST01117,Alka Rattan,Female,61,Education,2025-12-15,New Delhi,Delhi,North
CUST01118,Warda Gill,Male,29,Government,2024-11-19,New Delhi,Delhi,North
CUST01119,Manya Dhingra,Male,52,Government,2025-07-18,New Delhi,Delhi,North
CUST01120,Alexander Iyengar,Female,53,SME,2023-09-08,Amritsar,Punjab,North
CUST01121,Urishilla Natt,Female,64,SME,2024-11-29,Surat,Gujarat,West
CUST01122,Oni Borde,Male,42,Government,2023-09-14,Indore,Madhya Pradesh,Central
CUST01123,Gopal Pal,Female,46,Education,2022-06-09,Pune,Maharashtra,West
CUST01124,Zaitra Gour,Male,36,Government,2023-12-14,Mangaluru,Karnataka,South
CUST01125,Urvi Butala,Male,37,Retail,2021-09-08,Mangaluru,Karnataka,South
CUST01126,Udyati Raman,Male,38,Retail,2026-01-14,Mumbai,Maharashtra,West
CUST01127,Qarin Sarna,Male,24,Retail,2023-12-28,Nagpur,Maharashtra,West
CUST01128,Chanchal Naidu,Male,26,SME,2023-05-18,Amritsar,Punjab,North
CUST01129,Gautami Chakrabarti,Male,32,SME,2023-01-04,Vadodara,Gujarat,West
CUST01130,Eiravati Saha,Female,54,Corporate,2023-09-01,Mumbai,Maharashtra,West
CUST01131,Devika Peri,Female,48,Corporate,2024-07-23,Madurai,Tamil Nadu,South
CUST01132,Vinaya Som,Female,20,Government,2023-09-29,Ludhiana,Punjab,North
CUST01133,Baghyawati Pillay,Male,39,SME,2024-03-14,New Delhi,Delhi,North
CUST01134,Jhalak Gara,Male,32,Government,2025-12-30,New Delhi,Delhi,North
CUST01135,Manbir Bali,Female,21,SME,2023-04-26,Mangaluru,Karnataka,South
CUST01136,Amrita Subramanian,Female,52,Government,2025-07-19,Kolkata,West Bengal,East
CUST01137,Gunbir Vasa,Male,27,Retail,2024-05-09,Warangal,Telangana,South
CUST01138,Patrick Chaudhari,Male,32,Education,2026-04-29,New Delhi,Delhi,North
CUST01139,Amaira De,Male,26,SME,2024-02-03,Pune,Maharashtra,West
CUST01140,Wishi Dube,Male,53,Education,2022-04-27,Coimbatore,Tamil Nadu,South
CUST01141,Ekantika Srinivas,Female,50,Education,2022-04-22,Mumbai,Maharashtra,West
CUST01142,Pushti Venkatesh,Female,53,Corporate,2025-05-07,Hyderabad,Telangana,South
CUST01143,Warinder Toor,Male,53,Government,2025-12-24,Amritsar,Punjab,North
CUST01144,Nakul Lalla,Male,22,SME,2025-10-21,Kolkata,West Bengal,East
CUST01145,Qasim Padmanabhan,Male,25,Education,2026-01-28,New Delhi,Delhi,North
CUST01146,Omaja Manne,Female,30,SME,2023-08-04,New Delhi,Delhi,North
CUST01147,Chaitaly Merchant,Male,37,Corporate,2023-07-24,Vadodara,Gujarat,West
CUST01148,Gayathri Nayak,Female,57,Corporate,2023-06-11,Vadodara,Gujarat,West
CUST01149,Zilmil Dhawan,Male,30,SME,2021-07-24,Ludhiana,Punjab,North
CUST01150,Lucky Vala,Male,25,Retail,2022-11-26,Karimnagar,Telangana,South
CUST01151,Darsh Acharya,Male,36,Retail,2023-02-26,Kozhikode,Kerala,South
CUST01152,Mohini De,Male,37,Education,2022-11-12,Vadodara,Gujarat,West
CUST01153,Jairaj Oza,Female,31,Government,2023-05-21,Ludhiana,Punjab,North
CUST01154,Hemani Bahl,Female,53,Education,2022-01-15,Kochi,Kerala,South
CUST01155,Wriddhish Parmar,Male,42,Government,2021-09-18,Indore,Madhya Pradesh,Central
CUST01156,Rachana Vig,Female,28,Retail,2024-04-29,Kolkata,West Bengal,East
CUST01157,Indrajit Bora,Female,21,Education,2026-02-27,Mumbai,Maharashtra,West
CUST01158,Anmol Sachdeva,Female,60,SME,2026-04-09,Bengaluru,Karnataka,South
CUST01159,Hritik Divan,Male,36,Education,2025-10-25,Ahmedabad,Gujarat,West
CUST01160,Azaan Yogi,Male,38,Education,2024-05-08,Thiruvananthapuram,Kerala,South
CUST01161,Bhavani Bir,Male,30,Government,2026-02-07,Indore,Madhya Pradesh,Central
CUST01162,Turvi Mishra,Male,33,Government,2025-09-30,Ludhiana,Punjab,North
CUST01163,Aarav Doshi,Female,43,Corporate,2023-10-25,Pune,Maharashtra,West
CUST01164,Raagini Shah,Female,40,SME,2022-06-26,Mysuru,Karnataka,South
CUST01165,Owen Mitter,Female,21,SME,2022-06-20,Kozhikode,Kerala,South
CUST01166,Chakradev Chana,Female,32,Corporate,2024-11-07,New Delhi,Delhi,North
CUST01167,Abeer Ratti,Male,23,Education,2021-07-29,Surat,Gujarat,West
CUST01168,Darika Jani,Female,33,Government,2026-03-03,Kolkata,West Bengal,East
CUST01169,Aryan Vig,Female,56,SME,2023-07-24,Warangal,Telangana,South
CUST01170,Ekbal Pal,Male,59,Corporate,2022-01-23,Ludhiana,Punjab,North
CUST01171,Watika Ram,Male,37,Government,2021-08-05,Indore,Madhya Pradesh,Central
CUST01172,Jagat Bassi,Male,59,Government,2023-09-08,Warangal,Telangana,South
CUST01173,Vasudha Jayaraman,Male,53,Government,2021-12-13,Warangal,Telangana,South
CUST01174,Kamala Batta,Female,27,Retail,2025-04-14,Chennai,Tamil Nadu,South
CUST01175,Anjali Kannan,Female,37,Education,2023-08-03,Surat,Gujarat,West
CUST01176,Upkaar Wali,Male,24,Corporate,2021-12-17,Mumbai,Maharashtra,West
CUST01177,Ikbal Mander,Female,56,Government,2024-07-16,Hyderabad,Telangana,South
CUST01178,Edhitha Basu,Male,32,Retail,2025-11-09,Indore,Madhya Pradesh,Central
CUST01179,Yahvi Balay,Female,26,Government,2022-02-12,Ahmedabad,Gujarat,West
CUST01180,Gaurangi Ghosh,Female,29,Education,2023-10-04,Bhopal,Madhya Pradesh,Central
CUST01181,Aryan Barad,Male,28,Corporate,2024-09-27,Amritsar,Punjab,North
CUST01182,Parth Goswami,Female,18,SME,2024-06-24,Kochi,Kerala,South
CUST01183,Karan Edwin,Male,31,Retail,2023-10-20,New Delhi,Delhi,North
CUST01184,Odika De,Female,62,SME,2022-05-20,Warangal,Telangana,South
CUST01185,Riya Prabhu,Female,43,Retail,2025-09-11,Ludhiana,Punjab,North
CUST01186,Charan Naidu,Female,43,Government,2022-12-18,Bhopal,Madhya Pradesh,Central
CUST01187,Shivansh Chhabra,Male,46,Education,2024-12-01,Indore,Madhya Pradesh,Central
CUST01188,Aayush Vig,Female,65,Retail,2024-05-12,Bengaluru,Karnataka,South
CUST01189,Sathvik Hegde,Male,30,SME,2025-04-01,Siliguri,West Bengal,East
CUST01190,Faris Issac,Female,36,Education,2025-03-21,Amritsar,Punjab,North
CUST01191,Samarth Padmanabhan,Female,57,Retail,2023-11-08,Warangal,Telangana,South
CUST01192,Bhanumati Pandey,Female,59,Education,2025-04-20,Kolkata,West Bengal,East
CUST01193,Laban Dugal,Male,29,Government,2025-11-28,Madurai,Tamil Nadu,South
CUST01194,Vyanjana Char,Female,44,SME,2022-12-08,Kolkata,West Bengal,East
CUST01195,Triya Jayaraman,Male,47,Government,2023-09-28,Ludhiana,Punjab,North
CUST01196,Sneha Pai,Male,34,SME,2023-12-31,Thiruvananthapuram,Kerala,South
CUST01197,Vidhi Lalla,Male,23,Retail,2023-04-20,Karimnagar,Telangana,South
CUST01198,Sara Natt,Male,51,Education,2021-07-30,Amritsar,Punjab,North
CUST01199,Mitesh Padmanabhan,Female,53,Education,2022-02-14,Kolkata,West Bengal,East
CUST01200,Chasmum Batra,Female,54,Corporate,2024-01-23,Bengaluru,Karnataka,South
CUST01201,Samaksh Sawhney,Male,63,Retail,2021-11-23,Hyderabad,Telangana,South
CUST01202,Devansh Nori,Female,64,Education,2026-01-29,New Delhi,Delhi,North
CUST01203,Tanish Khosla,Male,25,Corporate,2022-04-06,Nagpur,Maharashtra,West
CUST01204,Darpan Mallick,Female,18,Education,2024-06-08,Kochi,Kerala,South
CUST01205,Hiral Cheema,Male,56,Education,2025-08-29,Amritsar,Punjab,North
CUST01206,Guneet Merchant,Female,47,Education,2022-06-19,Kochi,Kerala,South
CUST01207,Eesha Minhas,Male,33,Government,2022-10-30,Ludhiana,Punjab,North
CUST01208,Imaran Reddy,Male,21,Corporate,2022-02-15,Nagpur,Maharashtra,West
CUST01209,Adweta Bhasin,Female,20,Corporate,2023-03-04,Hyderabad,Telangana,South
CUST01210,Ikshita Sunder,Female,39,Retail,2026-05-20,Mangaluru,Karnataka,South
CUST01211,Vedant Mander,Female,29,Corporate,2021-11-09,Bengaluru,Karnataka,South
CUST01212,Yadavi Datta,Male,47,Government,2024-04-16,Nagpur,Maharashtra,West
CUST01213,Ekta Chakraborty,Male,37,SME,2024-07-13,Ahmedabad,Gujarat,West
CUST01214,Damini Pillay,Male,45,Government,2024-01-29,Surat,Gujarat,West
CUST01215,Wahab Date,Female,26,Retail,2024-03-21,Coimbatore,Tamil Nadu,South
CUST01216,Abdul Sabharwal,Female,51,Corporate,2022-08-05,Pune,Maharashtra,West
CUST01217,Yatin Venkataraman,Male,24,Government,2025-03-20,Kozhikode,Kerala,South
CUST01218,Bina Bedi,Female,64,Government,2025-09-08,Kolkata,West Bengal,East
CUST01219,Abha Raj,Female,34,Government,2021-07-20,Pune,Maharashtra,West
CUST01220,Falguni Sur,Male,57,Government,2024-02-21,Bhopal,Madhya Pradesh,Central
CUST01221,Jonathan Minhas,Female,29,Government,2022-04-22,Amritsar,Punjab,North
CUST01222,Hritik Kapur,Female,30,Retail,2021-11-10,Kozhikode,Kerala,South
CUST01223,Nilima Manne,Female,58,Retail,2024-03-10,Chennai,Tamil Nadu,South
CUST01224,Nirja Yohannan,Female,44,Retail,2023-10-10,Kozhikode,Kerala,South
CUST01225,Samesh Toor,Male,18,Corporate,2024-07-10,Surat,Gujarat,West
CUST01226,Nicholas Sachar,Male,37,SME,2025-05-13,Pune,Maharashtra,West
CUST01227,Dalbir Deol,Male,25,SME,2025-02-04,Siliguri,West Bengal,East
CUST01228,Sanaya Radhakrishnan,Male,29,Corporate,2022-05-28,Surat,Gujarat,West
CUST01229,Vanya Sodhi,Female,48,Retail,2025-12-27,Surat,Gujarat,West
CUST01230,Gopal Soman,Male,58,Education,2026-05-31,Warangal,Telangana,South
CUST01231,Anika Subramaniam,Female,44,Retail,2022-07-12,Siliguri,West Bengal,East
CUST01232,Rayaan Lad,Female,53,Government,2022-01-01,Siliguri,West Bengal,East
CUST01233,Jeremiah Saini,Female,40,Retail,2024-07-14,Bengaluru,Karnataka,South
CUST01234,Garima Sem,Male,39,Education,2024-08-29,Warangal,Telangana,South
CUST01235,Waida Mohanty,Female,29,Government,2023-11-07,Kolkata,West Bengal,East
CUST01236,Mohini Pai,Female,63,Retail,2023-06-02,Coimbatore,Tamil Nadu,South
CUST01237,Falguni Upadhyay,Male,49,Corporate,2022-12-08,Pune,Maharashtra,West
CUST01238,Gautam Comar,Female,31,Government,2021-12-01,Surat,Gujarat,West
CUST01239,Ikbal Nagy,Male,41,Retail,2021-10-26,Mumbai,Maharashtra,West
CUST01240,Charita Madan,Female,50,Retail,2026-04-24,Kochi,Kerala,South
CUST01241,Mugdha Mitra,Male,39,Education,2024-12-15,Ludhiana,Punjab,North
CUST01242,Tamanna Sodhi,Female,27,Retail,2022-09-09,Siliguri,West Bengal,East
CUST01243,Tanveer Magar,Male,64,Retail,2022-07-12,Kolkata,West Bengal,East
CUST01244,Veer Shere,Male,18,SME,2025-04-15,Amritsar,Punjab,North
CUST01245,Jeet Bhandari,Male,39,Education,2024-07-31,Mangaluru,Karnataka,South
CUST01246,Faris Dar,Female,19,Government,2024-01-18,Bengaluru,Karnataka,South
CUST01247,Jeremiah Sandhu,Male,38,Corporate,2023-08-16,Nagpur,Maharashtra,West
CUST01248,Kabir Palla,Female,52,SME,2024-03-29,Thiruvananthapuram,Kerala,South
CUST01249,Gunbir Sachdeva,Female,27,Corporate,2026-03-23,Ludhiana,Punjab,North
CUST01250,Wahab Minhas,Male,57,Government,2024-07-25,Mumbai,Maharashtra,West
CUST01251,Edhitha Srinivas,Male,52,SME,2026-03-17,Kolkata,West Bengal,East
CUST01252,Aahana Karpe,Female,27,SME,2024-11-13,Siliguri,West Bengal,East
CUST01253,Charles Goel,Male,22,SME,2024-10-10,Indore,Madhya Pradesh,Central
CUST01254,Gopal Sengupta,Female,21,Corporate,2025-02-11,Bhopal,Madhya Pradesh,Central
CUST01255,Aarini Butala,Male,24,Education,2024-06-22,Mysuru,Karnataka,South
CUST01256,Aarav Rama,Female,43,Corporate,2023-05-26,Bengaluru,Karnataka,South
CUST01257,Tanay Kota,Female,37,SME,2023-10-16,Bhopal,Madhya Pradesh,Central
CUST01258,Chasmum Mander,Male,47,Government,2023-06-15,Kozhikode,Kerala,South
CUST01259,Janaki Raghavan,Female,24,Education,2023-02-23,Hyderabad,Telangana,South
CUST01260,Chasmum Acharya,Female,48,Corporate,2024-04-16,Nagpur,Maharashtra,West
CUST01261,Hardik Malhotra,Female,41,Education,2025-05-29,Kochi,Kerala,South
CUST01262,Chandresh Bir,Female,38,Education,2025-08-07,Karimnagar,Telangana,South
CUST01263,Januja Bhardwaj,Male,48,Retail,2024-10-25,Ludhiana,Punjab,North
CUST01264,Eshana Narayanan,Female,28,SME,2025-09-08,Surat,Gujarat,West
CUST01265,Oscar Mangat,Male,50,Retail,2023-11-06,Vadodara,Gujarat,West
CUST01266,David Dugar,Female,53,Retail,2024-06-08,New Delhi,Delhi,North
CUST01267,Jalsa Mody,Female,43,Government,2025-07-10,Nagpur,Maharashtra,West
CUST01268,Manbir Pandya,Male,53,Corporate,2024-12-08,New Delhi,Delhi,North
CUST01269,Onkar Jayaraman,Male,39,Corporate,2023-02-06,Amritsar,Punjab,North
CUST01270,Girik Raju,Female,54,SME,2022-12-12,Bhopal,Madhya Pradesh,Central
CUST01271,Lopa Vora,Male,60,Retail,2024-04-26,Kolkata,West Bengal,East
CUST01272,Mohini Naik,Male,55,Government,2025-12-09,Bhopal,Madhya Pradesh,Central
CUST01273,Mohammed Shetty,Male,46,Corporate,2022-11-23,Amritsar,Punjab,North
CUST01274,Gaurika Sood,Male,56,Retail,2025-03-16,Pune,Maharashtra,West
CUST01275,Warda Deep,Female,49,Retail,2023-07-09,Bhopal,Madhya Pradesh,Central
CUST01276,Azad Mannan,Male,55,Retail,2021-10-12,Chennai,Tamil Nadu,South
CUST01277,Bina Purohit,Male,46,Government,2024-11-26,Karimnagar,Telangana,South
CUST01278,Arunima Koshy,Female,30,Corporate,2024-12-13,Pune,Maharashtra,West
CUST01279,Ishaan Mahajan,Female,45,SME,2022-07-14,Surat,Gujarat,West
CUST01280,Peter Nadig,Male,57,Government,2022-08-17,Madurai,Tamil Nadu,South
